Uncategorized
""
""
""
""
-97.77827149522328
0.49999999999998934
1.4925373134328401
10.294117647058831
0.4444444444444473
0.4424778761061843
0.4405286343612369
0.43859649122806044
0.4366812227074135
0.43478260869564966
0.43290043290042934
-100.0
""
16.336633663366328
0.42553191489360653
63.98305084745763
-74.16020671834626
1.0000000000000009
0.990099009900991
-100.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
